"unique_id","leaf","saturated.water.content","osm.pot.fullturgor","apoplastic.fraction","relative.water.deficit.attlp","relative.water.content.attlp","sym.rwd.attlp","sym.rwc.attlp","leaf.waterpotential.attlp","modulus","modulus_sym","cap.ft.bulk","cap.ft.sym","cap.tlp.bulk","cap.tlp.sym"
"alma_6",6,0.905094341517284,-1.430730619832,32.9292787307053,22.4050076377857,77.5949923622143,33.4050494966763,66.5949505033237,-2.14840706242524,6.38576269627818,4.28297709893934,0.0937885608579593,0.139835324688682,0.15943750169264,0.237715501899085
"alrh_1",1,0.615216103728626,-1.16123192549559,-55.107436449269,50.1683234223429,49.8316765776571,32.3442412374286,67.6557587625714,-1.71638297572092,2.31467158214505,3.59022775328492,0.300394200224446,0.193668470771675,0.412738479057746,0.266098446667797
"alrh_2",2,0.407879872146902,-1.07086918424192,-11.2497288300774,26.8442776435662,73.1557223564338,24.1297465853315,75.8702534146685,-1.4114480129506,3.98918979478883,4.43796282921969,0.158531339651158,0.142500427927603,0.207555554863204,0.18656724564266
"alrh_3",3,0.190155857650372,-1.11446162174232,-57.6464233403108,28.6813999117831,71.3186000882169,18.1934986560834,81.8065013439166,-1.36231424573103,3.88565978358842,6.125603672,0.216077296208202,0.137064509063904,0.551252289441128,0.34967636928314
"alrh_4",4,0.157009947721236,-1.76734351189072,-100.834699709037,31.8312966964955,68.1687033035045,15.8495004810482,84.1504995189518,-2.1002174936498,5.55221965583731,11.150783672987,0.222488167692924,0.110781736430635,0.528657432269452,0.263230125588533
"alrh_5",5,0.53175794099846,-1.28893352410939,-125.459547027011,21.4181285217613,78.5818714782387,9.49976561391534,90.5002343860847,-1.42423224962119,6.0179558769563,13.5680560604711,0.202860883209468,0.0899766214757648,1.63785786721163,0.726453099373703
"alrh_6",6,0.309594774313652,-1.60745614573717,-64.8558196908742,47.5899036758101,52.4100963241899,28.8675909440426,71.1324090559574,-2.25980838702178,3.37772515087951,5.56837648438723,0.216985428861351,0.131621333883285,0.359399761003519,0.218008537203867
"arba_1",1,0.16832129007465,-2.25901000055407,39.2698084592046,10.2203970163132,89.7796029836868,16.8291862037808,83.1708137962192,-2.71610905009176,22.1029574188593,13.4231683766537,0.0400978510249102,0.066026221896525,0.119524050013967,0.196811580832372
"arba_2",2,0.108366333343443,-1.52706179984423,26.9932962404679,11.2255094855716,88.7744905144285,15.3759982405806,84.6240017594194,-1.80452562877559,13.603496587901,9.93146445486691,0.0633415984131859,0.0867613453989363,0.249696261374339,0.342018264783989
"arba_3",3,0.125581949380367,-1.91845275841129,33.4930514226541,10.4111020182855,89.5888979817145,15.6541568076569,84.3458431923431,-2.27450777157617,18.4269902940325,12.2552289592047,0.0461134916701919,0.0693363515491364,0.17904235479096,0.269208494181234
"arba_4",4,0.116348811166959,-1.89683482645924,22.0191493376709,9.87212604619946,90.1278739538005,12.6596798603128,87.3403201396872,-2.17177452913563,19.2140458659306,14.9832764129028,0.0455354647676026,0.0583931367519691,0.220350007528058,0.282569381657829
"arba_5",5,0.111526438330454,-2.27858415201221,-27.3297122151924,15.625811721352,84.374188278648,12.2719288762263,87.7280711237737,-2.59732617259692,14.5821810261455,18.5674491352894,0.0636096470128217,0.0499566408391145,0.365726613948142,0.287228022105358
"arba_6",6,0.112565829717943,-2.24658305924471,-38.1999277345566,12.9619679400885,87.0380320599115,9.37914234295754,90.6208576570425,-2.47910151959384,17.3321139940218,23.9529690146092,0.0636697490917197,0.0460707542582884,0.410128069201526,0.296764315238476
"baga_mb_1",1,0.304365076966757,-1.09260048658314,-3.86847567156504,16.7169062336911,83.2830937663089,16.0943020734707,83.9056979265293,-1.30217674554099,6.53590126850816,6.78874101899791,0.152660782206816,0.146975086733278,0.492055682304017,0.473729569171603
"baga_mb_2",2,0.388219332573093,-1.48483011582797,-32.790426352823,13.7340705212991,86.2659294787009,10.3426661834851,89.6573338165149,-1.65611674206898,10.8112894391016,14.3563573404207,0.129897265896307,0.0978212582518348,0.378321871301876,0.284901465936015
"baga_mb_3",3,0.341519454195458,-1.83073526966199,-142.332291961276,15.7586613303566,84.2413386696434,6.50291432595157,93.4970856740484,-1.95806666749414,11.6173273305605,28.152535584791,0.186911165443915,0.0771301108618999,0.484912650369701,0.200102366236518
"baga_mb_4",4,0.230110310264469,-1.00074331343231,12.0127191324062,11.2275676521006,88.7724323478994,12.7604439430242,87.2395560569758,-1.14712105226524,8.91326905739084,7.84254308001081,0.0980012476563099,0.111381152696133,0.359039230282441,0.408058104242062
"baga_mb_5",5,0.30313214241109,-1.54897968523559,1.65568705364745,9.31472956977484,90.6852704302252,9.47154877664972,90.5284512233503,-1.7110418485057,16.6293575528144,16.3540274327077,0.0676504767947688,0.0687894142202941,0.288779588327116,0.293641370482345
"baga_mb_6",6,0.29467224055827,-1.24311660610295,-27.4087013842153,14.5222155131709,85.4777844868291,11.39813478624,88.60186521376,-1.40303661001246,8.56010300202133,10.9063160720266,0.188768552184819,0.148159858890301,0.310079602919697,0.243373960766319
"beoc_1",1,0.865473991511335,-1.61848907371756,39.8860676508214,10.4815649821057,89.5184350178943,17.4361659144545,82.5638340855456,-1.96028817174432,15.4412921780351,9.28236793374305,0.0753544699667071,0.125352754381467,0.13643808770178,0.226965833659433
"beoc_2",2,0.656842650078754,-1.47989322274721,54.3369177591677,14.3858632808925,85.6141367191075,31.5043632075028,68.4956367924972,-2.16056568279005,10.2871353206367,4.69742306168806,0.0710451308695029,0.155585491349013,0.097086665338262,0.212615225635046
"beoc_3",3,0.471866380668996,-1.43655090250691,36.5371243462233,15.6772816933013,84.3227183066987,24.7030748792871,75.2969251207129,-1.9078480299214,9.16326523060899,5.81527161912714,0.0915507268305961,0.144258711707382,0.148842809438474,0.234535242699196
"beoc_4",4,0.499874373268568,-1.45228704723772,41.1736383457292,15.725402176641,84.274597823359,26.7318966096544,73.2681033903456,-1.98215455298531,9.23529351379636,5.43278716225927,0.0920819302729396,0.156531744754359,0.127297724133694,0.216395711980008
"beoc_5",5,0.758529559872392,-1.56562591954682,24.7069127590178,13.7524346901553,86.2475653098447,18.2652022836299,81.7347977163701,-1.91549494620362,11.3843545148233,8.57163197666859,0.0993391173461367,0.131936570787957,0.171968738462664,0.22839910643093
